,Pred
2998,0
2999,1
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,1
3010,0
3011,0
3012,0
3013,1
3014,0
3015,1
3016,0
3017,0
3018,1
3019,0
3020,1
3021,0
3022,0
3023,0
3024,0
3025,0
3026,1
3027,1
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,1
3043,0
3044,1
3045,0
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,0
3053,1
3054,1
3055,1
3056,0
3057,0
3058,0
3059,1
3060,0
3061,0
3062,1
3063,1
3064,0
3065,1
3066,1
3067,0
3068,1
3069,0
3070,0
3071,1
3072,1
3073,1
3074,0
3075,0
3076,1
3077,0
3078,1
3079,0
3080,0
3081,1
3082,0
3083,0
3084,1
3085,0
3086,0
3087,1
3088,1
3089,0
3090,0
3091,0
3092,0
3093,1
3094,1
3095,1
3096,0
3097,1
3098,0
3099,0
3100,0
3101,0
3102,0
3103,1
3104,1
3105,0
3106,0
3107,1
3108,0
3109,0
3110,1
3111,1
3112,1
3113,1
3114,1
3115,0
3116,0
3117,0
3118,0
3119,0
3120,1
3121,1
3122,0
3123,1
3124,0
3125,0
3126,0
3127,0
3128,1
3129,0
3130,1
3131,0
3132,1
3133,1
3134,0
3135,0
3136,0
3137,0
3138,0
3139,1
3140,1
3141,0
3142,1
3143,1
3144,0
3145,0
3146,1
3147,0
3148,0
3149,1
3150,1
3151,0
3152,1
3153,0
3154,0
3155,0
3156,0
3157,1
3158,0
3159,1
3160,0
3161,1
3162,1
3163,1
3164,0
3165,0
3166,0
3167,0
3168,1
3169,1
3170,0
3171,1
3172,0
3173,1
3174,0
3175,0
3176,1
3177,0
3178,0
3179,1
3180,0
3181,0
3182,1
3183,1
3184,0
3185,1
3186,0
3187,0
3188,0
3189,0
3190,0
3191,0
3192,1
3193,1
3194,1
3195,0
3196,0
3197,1
3198,0
3199,1
3200,1
3201,0
3202,0
3203,1
3204,0
3205,1
3206,0
3207,0
3208,0
3209,0
3210,1
3211,0
3212,0
3213,0
3214,1
3215,1
3216,0
3217,0
3218,0
3219,0
3220,1
3221,0
3222,1
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,1
3230,0
3231,1
3232,1
3233,0
3234,0
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,1
3243,0
3244,1
3245,1
3246,0
3247,1
3248,0
3249,0
3250,0
3251,1
3252,1
3253,0
3254,0
3255,0
3256,0
3257,1
3258,0
3259,0
3260,0
3261,0
3262,1
3263,1
3264,1
3265,0
3266,0
3267,0
3268,1
3269,0
3270,0
3271,1
3272,0
3273,1
3274,1
3275,1
3276,1
3277,0
3278,1
3279,1
3280,0
3281,0
3282,0
3283,1
3284,0
3285,0
3286,0
3287,0
3288,0
3289,1
3290,0
3291,1
3292,0
3293,1
3294,1
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,1
3302,0
3303,1
3304,0
3305,0
3306,1
3307,0
3308,0
3309,1
3310,1
3311,1
3312,0
3313,1
3314,0
3315,1
3316,0
3317,0
3318,1
3319,1
3320,0
3321,1
3322,1
3323,0
3324,0
3325,0
3326,1
3327,1
3328,1
3329,0
3330,0
3331,0
3332,0
3333,1
3334,1
3335,1
3336,0
3337,0
3338,0
3339,0
3340,1
3341,1
3342,0
3343,0
3344,1
3345,1
3346,1
3347,0
3348,0
3349,0
3350,0
3351,0
3352,1
3353,0
3354,0
3355,1
3356,0
3357,1
3358,1
3359,1
3360,0
3361,0
3362,1
3363,0
3364,1
3365,0
3366,1
3367,0
3368,0
3369,0
3370,1
3371,0
3372,1
3373,0
3374,1
3375,0
3376,1
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,1
3384,0
3385,0
3386,0
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0
3396,0
3397,1
3398,0
3399,0
3400,1
3401,1
3402,0
3403,0
3404,1
3405,1
3406,1
3407,1
3408,0
3409,1
3410,0
3411,0
3412,1
3413,0
3414,0
3415,1
3416,0
3417,0
3418,1
3419,0
3420,1
3421,1
3422,0
3423,1
3424,1
3425,0
3426,1
3427,1
3428,1
3429,0
3430,1
3431,1
3432,0
3433,1
3434,1
3435,1
3436,1
3437,0
3438,1
3439,0
3440,0
3441,0
3442,0
3443,1
3444,0
3445,0
3446,1
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,1
3454,0
3455,0
3456,1
3457,0
3458,0
3459,1
3460,0
3461,1
3462,0
3463,0
3464,0
3465,0
3466,1
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,1
3475,1
3476,1
3477,1
3478,0
3479,0
3480,1
3481,0
3482,1
3483,0
3484,1
3485,1
3486,1
3487,0
3488,1
3489,1
3490,1
3491,1
3492,1
3493,0
3494,0
3495,0
3496,1
3497,1
3498,0
3499,1
3500,0
3501,1
3502,0
3503,0
3504,1
3505,0
3506,1
3507,0
3508,1
3509,0
3510,1
3511,1
3512,0
3513,0
3514,1
3515,1
3516,1
3517,0
3518,1
3519,0
3520,1
3521,1
3522,0
3523,1
3524,1
3525,0
3526,0
3527,0
3528,0
3529,1
3530,0
3531,1
3532,0
3533,0
3534,1
3535,0
3536,1
3537,0
3538,0
3539,0
3540,0
3541,0
3542,1
3543,1
3544,0
3545,0
3546,0
3547,1
3548,1
3549,1
3550,1
3551,1
3552,0
3553,0
3554,1
3555,0
3556,0
3557,1
3558,0
3559,0
3560,0
3561,0
3562,0
3563,1
3564,0
3565,1
3566,1
3567,0
3568,0
3569,1
3570,0
3571,1
3572,0
3573,1
3574,0
3575,1
3576,0
3577,1
3578,0
3579,1
3580,1
3581,0
3582,0
3583,0
3584,0
3585,1
3586,0
3587,1
3588,1
3589,0
3590,1
3591,0
3592,1
3593,0
3594,0
3595,0
3596,1
3597,1
3598,1
3599,1
3600,0
3601,1
3602,0
3603,1
3604,0
3605,1
3606,1
3607,0
3608,1
3609,0
3610,0
3611,1
3612,0
3613,1
3614,0
3615,1
3616,0
3617,0
3618,1
3619,0
3620,0
3621,1
3622,1
3623,0
3624,1
3625,0
3626,1
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,1
3634,1
3635,0
3636,0
3637,0
3638,1
3639,0
3640,1
3641,0
3642,1
3643,1
3644,0
3645,0
3646,1
3647,0
3648,1
3649,0
3650,1
3651,1
3652,1
3653,1
3654,1
3655,0
3656,1
3657,0
3658,0
3659,0
3660,0
3661,0
3662,1
3663,1
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,1
3672,0
3673,0
3674,0
3675,1
3676,1
3677,1
3678,1
3679,0
3680,0
3681,1
3682,1
3683,0
3684,0
3685,1
3686,1
3687,0
3688,0
3689,1
3690,0
3691,1
3692,1
3693,0
3694,0
3695,0
3696,0
3697,1
3698,0
3699,0
3700,0
3701,1
3702,1
3703,1
3704,1
3705,1
3706,0
3707,0
3708,1
3709,0
3710,1
3711,1
3712,1
3713,0
3714,1
3715,1
3716,0
3717,1
3718,1
3719,1
3720,0
3721,0
3722,1
3723,1
3724,1
3725,1
3726,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,1
3733,1
3734,0
3735,1
3736,1
3737,1
3738,1
3739,0
3740,0
3741,0
3742,1
3743,1
3744,1
3745,0
3746,1
3747,1
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,1
3755,0
3756,1
3757,1
3758,1
3759,1
3760,1
3761,0
3762,0
3763,1
3764,0
3765,1
3766,1
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,1
3774,1
3775,0
3776,1
3777,0
3778,0
3779,1
3780,0
3781,0
3782,0
3783,0
3784,1
3785,0
3786,0
3787,0
3788,0
3789,1
3790,1
3791,1
3792,1
3793,1
3794,0
3795,0
3796,0
3797,1
3798,1
3799,1
3800,1
3801,0
3802,0
3803,0
3804,1
3805,0
3806,0
3807,1
3808,1
3809,1
3810,1
3811,0
3812,1
3813,0
3814,0
3815,1
3816,1
3817,0
3818,0
3819,0
3820,1
3821,1
3822,1
3823,0
3824,1
3825,0
3826,1
3827,1
3828,1
3829,1
3830,1
3831,0
3832,1
3833,0
3834,1
3835,0
3836,0
3837,1
3838,1
3839,0
3840,1
3841,1
3842,0
3843,0
3844,0
3845,0
3846,1
3847,1
3848,1
3849,0
3850,0
3851,0
3852,0
3853,1
3854,0
3855,0
3856,1
3857,1
3858,0
3859,0
3860,0
3861,0
3862,0
3863,1
3864,1
3865,0
3866,0
3867,1
3868,0
3869,1
3870,0
3871,0
3872,0
3873,0
3874,1
3875,1
3876,0
3877,0
3878,0
3879,1
3880,1
3881,1
3882,1
3883,0
3884,0
3885,1
3886,0
3887,1
3888,0
3889,1
3890,1
3891,0
3892,0
3893,1
3894,1
3895,1
3896,0
3897,1
3898,0
3899,1
3900,1
3901,1
3902,0
3903,0
3904,1
3905,0
3906,0
3907,1
3908,0
3909,1
3910,0
3911,1
3912,1
3913,0
3914,1
3915,1
3916,1
3917,1
3918,0
3919,1
3920,1
3921,0
3922,0
3923,0
3924,0
3925,0
3926,1
3927,0
3928,0
3929,1
3930,1
3931,1
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,1
3940,1
3941,1
3942,0
3943,0
3944,0
3945,1
3946,0
3947,1
3948,1
3949,0
3950,0
3951,0
3952,1
3953,1
3954,1
3955,0
3956,1
3957,0
3958,1
3959,0
3960,1
3961,0
3962,1
3963,1
3964,1
3965,0
3966,1
3967,0
3968,1
3969,0
3970,1
3971,0
3972,0
3973,1
3974,1
3975,0
3976,1
3977,0
3978,1
3979,0
3980,1
3981,1
3982,1
3983,0
3984,0
3985,1
3986,0
3987,0
3988,1
3989,1
3990,1
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,1
4002,1
4003,0
4004,0
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,0
4012,0
4013,0
4014,0
4015,1
4016,0
4017,1
4018,0
4019,0
4020,0
4021,1
4022,1
4023,1
4024,0
4025,1
4026,0
4027,0
4028,1
4029,1
4030,0
4031,0
4032,1
4033,1
4034,0
4035,0
4036,0
4037,0
4038,0
4039,1
4040,1
4041,0
4042,1
4043,0
4044,0
4045,1
4046,0
4047,0
4048,1
4049,0
4050,0
4051,0
4052,0
4053,1
4054,0
4055,0
4056,0
4057,1
4058,0
4059,0
4060,0
4061,0
4062,0
4063,1
4064,1
4065,1
4066,1
4067,0
4068,0
4069,1
4070,0
4071,1
4072,1
4073,0
4074,0
4075,0
4076,1
4077,0
4078,1
4079,0
4080,1
4081,0
4082,0
4083,0
4084,0
4085,1
4086,1
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,1
4094,1
4095,1
4096,0
4097,1
4098,0
4099,0
4100,1
4101,1
4102,0
4103,0
4104,1
4105,1
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,1
4114,0
4115,1
4116,1
4117,1
4118,0
4119,1
4120,0
4121,0
4122,1
4123,0
4124,1
4125,0
4126,1
4127,1
4128,1
4129,0
4130,1
4131,0
4132,1
4133,0
4134,0
4135,0
4136,1
4137,1
4138,1
4139,1
4140,1
4141,0
4142,0
4143,1
4144,1
4145,1
4146,0
4147,1
4148,0
4149,0
4150,0
4151,0
4152,0
4153,1
4154,0
4155,0
4156,0
4157,0
4158,1
4159,1
4160,1
4161,0
4162,0
4163,0
4164,0
4165,0
4166,1
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,1
4175,0
4176,1
4177,1
4178,0
4179,0
4180,1
4181,1
4182,1
4183,1
4184,0
4185,1
4186,0
4187,0
4188,1
4189,1
4190,1
4191,0
4192,1
4193,0
4194,0
4195,0
4196,0
4197,0
4198,1
4199,1
4200,0
4201,1
4202,0
4203,0
4204,0
4205,1
4206,0
4207,1
4208,1
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,1
4219,0
4220,1
4221,1
4222,0
4223,0
4224,0
4225,0
4226,1
4227,0
4228,1
4229,1
4230,1
4231,1
4232,0
4233,1
4234,1
4235,0
4236,1
4237,0
4238,1
4239,0
4240,1
4241,0
4242,1
4243,1
4244,1
4245,0
4246,0
4247,1
4248,0
4249,0
4250,1
4251,0
4252,1
4253,0
4254,0
4255,1
4256,0
4257,1
4258,0
4259,1
4260,1
4261,0
4262,1
4263,0
4264,1
4265,0
4266,0
4267,0
4268,1
4269,1
4270,1
4271,1
4272,1
4273,0
4274,1
4275,0
4276,1
4277,1
4278,0
4279,0
4280,0
4281,1
4282,0
4283,0
4284,1
4285,0
4286,1
4287,1
4288,0
4289,1
4290,0
4291,1
4292,1
4293,0
4294,0
4295,0
4296,1
4297,0
4298,0
4299,0
4300,0
4301,1
4302,0
4303,0
4304,1
4305,0
4306,1
4307,1
4308,0
4309,0
4310,0
4311,1
4312,1
4313,0
4314,0
4315,0
4316,1
4317,1
4318,1
4319,1
4320,0
4321,1
4322,0
4323,0
4324,1
4325,1
4326,1
4327,1
4328,0
4329,1
4330,1
4331,1
4332,1
4333,1
4334,0
4335,0
4336,0
4337,0
4338,1
4339,1
4340,0
4341,1
4342,0
4343,0
4344,1
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,0
4352,1
4353,0
4354,0
4355,1
4356,1
4357,1
4358,1
4359,0
4360,0
4361,0
4362,0
4363,1
4364,0
4365,1
4366,1
4367,1
4368,0
4369,0
4370,1
4371,1
4372,0
4373,1
4374,1
4375,0
4376,0
4377,1
4378,1
4379,0
4380,0
4381,1
4382,0
4383,0
4384,1
4385,0
4386,1
4387,0
4388,1
4389,0
4390,0
4391,0
4392,1
4393,0
4394,1
4395,0
4396,0
4397,0
4398,1
4399,0
4400,1
4401,1
4402,1
4403,0
4404,0
4405,1
4406,0
4407,1
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,1
4415,1
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,1
4426,1
4427,0
4428,1
4429,1
4430,0
4431,0
4432,0
4433,0
4434,0
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,0
4443,0
4444,0
4445,1
4446,1
4447,0
4448,0
4449,0
4450,0
4451,1
4452,0
4453,0
4454,1
4455,1
4456,1
4457,0
4458,1
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,1
4468,1
4469,1
4470,0
4471,0
4472,0
4473,0
4474,1
4475,0
4476,0
4477,0
4478,1
4479,0
4480,0
4481,1
4482,1
4483,0
4484,0
4485,1
4486,1
4487,0
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,0
4495,1
4496,1
4497,1
4498,0
4499,1
4500,1
4501,1
4502,0
4503,0
4504,0
4505,1
4506,0
4507,1
4508,1
4509,1
4510,0
4511,1
4512,0
4513,0
4514,1
4515,0
4516,1
4517,0
4518,1
4519,0
4520,1
4521,0
4522,0
4523,0
4524,1
4525,0
4526,1
4527,1
4528,1
4529,0
4530,0
4531,0
4532,1
4533,0
4534,1
4535,0
4536,1
4537,0
4538,1
4539,1
4540,1
4541,0
4542,0
4543,1
4544,0
4545,0
4546,0
4547,1
4548,0
4549,0
4550,1
4551,1
4552,1
4553,0
4554,0
4555,1
4556,1
4557,1
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,1
4566,0
4567,1
4568,1
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,1
4577,1
4578,1
4579,0
4580,0
4581,0
4582,1
4583,1
4584,1
4585,1
4586,0
4587,0
4588,0
4589,1
4590,0
4591,0
4592,0
4593,1
4594,0
4595,0
4596,0
4597,1
4598,1
4599,1
4600,1
4601,0
4602,1
4603,0
4604,0
4605,0
4606,1
4607,0
4608,0
4609,0
4610,0
4611,1
4612,0
4613,0
4614,1
4615,0
4616,1
4617,0
4618,1
4619,1
4620,0
4621,0
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,0
4629,1
4630,0
4631,1
4632,1
4633,1
4634,0
4635,1
4636,1
4637,1
4638,0
4639,0
4640,0
4641,1
4642,1
4643,0
4644,0
4645,0
4646,1
4647,1
4648,1
4649,0
4650,0
4651,1
4652,1
4653,0
4654,1
4655,1
4656,0
4657,0
4658,0
4659,0
4660,0
4661,1
4662,0
4663,0
4664,0
4665,1
4666,0
4667,0
4668,0
4669,0
4670,1
4671,0
4672,1
4673,0
4674,1
4675,0
4676,0
4677,0
4678,1
4679,0
4680,0
4681,1
4682,0
4683,1
4684,0
4685,1
4686,0
4687,0
4688,0
4689,1
4690,0
4691,1
4692,0
4693,1
4694,0
4695,1
4696,0
4697,1
4698,1
4699,0
4700,1
4701,0
4702,0
4703,0
4704,1
4705,0
4706,0
4707,0
4708,1
4709,0
4710,0
4711,0
4712,0
4713,0
4714,1
4715,0
4716,0
4717,0
4718,1
4719,0
4720,0
4721,1
4722,0
4723,0
4724,0
4725,1
4726,1
4727,0
4728,1
4729,0
4730,0
4731,0
4732,0
4733,1
4734,1
4735,1
4736,1
4737,1
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,1
4748,1
4749,0
4750,1
4751,1
4752,0
4753,0
4754,1
4755,0
4756,1
4757,0
4758,1
4759,1
4760,0
4761,1
4762,0
4763,0
4764,1
4765,0
4766,1
4767,1
4768,0
4769,0
4770,0
4771,1
4772,0
4773,0
4774,1
4775,0
4776,0
4777,1
4778,1
4779,0
4780,0
4781,1
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,1
4790,0
4791,1
4792,1
4793,0
4794,0
4795,0
4796,1
4797,0
4798,1
4799,0
4800,0
4801,0
4802,0
4803,0
4804,1
4805,0
4806,0
4807,1
4808,0
4809,0
4810,1
4811,0
4812,0
4813,1
4814,1
4815,1
4816,0
4817,0
4818,1
4819,1
4820,1
4821,1
4822,0
4823,1
4824,1
4825,1
4826,1
4827,1
4828,0
4829,0
4830,0
4831,0
4832,1
4833,0
4834,0
4835,1
4836,0
4837,1
4838,0
4839,0
4840,0
4841,1
4842,0
4843,1
4844,0
4845,1
4846,0
4847,0
4848,1
4849,1
4850,0
4851,0
4852,1
4853,0
4854,0
4855,0
4856,1
4857,0
4858,0
4859,1
4860,0
4861,0
4862,1
4863,0
4864,0
4865,0
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,0
4873,0
4874,0
4875,0
4876,1
4877,0
4878,0
4879,0
4880,0
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,0
4888,0
4889,0
4890,0
4891,1
4892,1
4893,1
4894,1
4895,0
4896,1
4897,0
4898,1
4899,0
4900,0
4901,0
4902,1
4903,1
4904,0
4905,1
4906,1
4907,0
4908,0
4909,1
4910,0
4911,1
4912,1
4913,0
4914,1
4915,0
4916,0
4917,1
4918,0
4919,1
4920,1
4921,0
4922,1
4923,0
4924,1
4925,0
4926,0
4927,1
4928,0
4929,0
4930,1
4931,1
4932,1
4933,0
4934,1
4935,1
4936,1
4937,0
4938,0
4939,1
4940,0
4941,1
4942,1
4943,1
4944,1
4945,0
4946,1
4947,0
4948,0
4949,1
4950,0
4951,1
4952,0
4953,1
4954,1
4955,0
4956,1
4957,1
4958,1
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,1
4966,0
4967,1
4968,0
4969,1
4970,0
4971,0
4972,0
4973,0
4974,0
4975,1
4976,1
4977,1
4978,0
4979,0
4980,1
4981,0
4982,1
4983,1
4984,0
4985,0
4986,0
4987,0
4988,0
4989,1
4990,0
4991,1
4992,0
4993,0
4994,1
4995,0
4996,0
4997,1
4998,0
4999,0
5000,0
5001,0
5002,1
5003,0
5004,1
5005,1
5006,0
5007,0
5008,1
5009,0
5010,1
5011,1
5012,1
5013,0
5014,0
5015,1
5016,1
5017,1
5018,0
5019,0
5020,1
5021,1
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,1
5029,0
5030,1
5031,0
5032,0
5033,0
5034,1
5035,0
5036,0
5037,0
5038,0
5039,1
5040,0
5041,1
5042,1
5043,0
5044,1
5045,0
5046,1
5047,1
5048,1
5049,0
5050,1
5051,0
5052,0
5053,1
5054,1
5055,0
5056,0
5057,1
5058,0
5059,0
5060,1
5061,0
5062,1
5063,1
5064,1
5065,1
5066,1
5067,0
5068,1
5069,1
5070,0
5071,1
5072,0
5073,0
5074,0
5075,1
5076,0
5077,0
5078,1
5079,1
5080,0
5081,1
5082,0
5083,0
5084,1
5085,0
5086,1
5087,0
5088,0
5089,1
5090,0
5091,0
5092,0
5093,0
5094,1
5095,1
5096,0
5097,0
5098,0
5099,1
5100,1
5101,1
5102,0
5103,1
5104,0
5105,0
5106,0
5107,0
5108,1
5109,1
5110,0
5111,0
5112,0
5113,0
5114,1
5115,1
5116,0
5117,1
5118,0
5119,1
5120,1
5121,1
5122,1
5123,1
5124,0
5125,1
5126,0
5127,0
5128,0
5129,1
5130,0
5131,1
5132,0
5133,1
5134,1
5135,0
5136,1
5137,0
5138,1
5139,0
5140,0
5141,0
5142,0
5143,1
5144,0
5145,0
5146,0
5147,1
5148,1
5149,1
5150,1
5151,1
5152,0
5153,1
5154,1
5155,0
5156,0
5157,1
5158,0
5159,1
5160,0
5161,1
5162,0
5163,0
5164,0
5165,0
5166,0
5167,1
5168,0
5169,1
5170,0
5171,0
5172,1
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,1
5182,0
5183,0
5184,1
5185,1
5186,0
5187,0
5188,0
5189,1
5190,0
5191,0
5192,0
5193,1
5194,1
5195,0
5196,0
5197,0
5198,1
5199,0
5200,1
5201,1
5202,1
5203,0
5204,1
5205,1
5206,1
5207,1
5208,0
5209,1
5210,0
5211,1
5212,1
5213,0
5214,0
5215,0
5216,0
5217,1
5218,1
5219,1
5220,0
5221,1
5222,1
5223,0
5224,0
5225,1
5226,1
5227,1
5228,0
5229,0
5230,1
5231,0
5232,1
5233,1
5234,0
5235,1
5236,1
5237,0
5238,1
5239,1
5240,0
5241,0
5242,0
5243,1
5244,0
5245,0
5246,1
5247,0
5248,0
5249,0
5250,1
5251,1
5252,0
5253,1
5254,1
5255,1
5256,0
5257,1
5258,0
5259,1
5260,1
5261,0
5262,0
5263,1
5264,0
5265,0
5266,1
5267,1
5268,0
5269,0
5270,1
5271,0
5272,1
5273,0
5274,1
5275,1
5276,0
5277,1
5278,0
5279,1
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,1
5288,0
5289,1
5290,0
5291,0
5292,1
5293,1
5294,0
5295,0
5296,1
5297,0
5298,1
5299,0
5300,0
5301,0
5302,1
5303,1
5304,0
5305,1
5306,1
5307,0
5308,1
5309,0
5310,0
5311,0
5312,1
5313,0
5314,1
5315,1
5316,0
5317,0
5318,0
5319,1
5320,1
5321,0
5322,0
5323,0
5324,0
5325,0
5326,1
5327,0
5328,0
5329,1
5330,0
5331,1
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,1
5339,1
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,0
5347,1
5348,1
5349,0
5350,0
5351,1
5352,1
5353,0
5354,0
5355,0
5356,1
5357,0
5358,0
5359,1
5360,0
5361,1
5362,1
5363,0
5364,0
5365,1
5366,1
5367,0
5368,0
5369,1
5370,0
5371,1
5372,1
5373,0
5374,1
5375,0
5376,0
5377,1
5378,0
5379,1
5380,0
5381,0
5382,0
5383,0
5384,1
5385,1
5386,1
5387,1
5388,0
5389,0
5390,1
5391,1
5392,0
5393,0
5394,0
5395,1
5396,0
5397,0
5398,0
5399,1
5400,0
5401,1
5402,0
5403,1
5404,1
5405,1
5406,0
5407,0
5408,1
5409,0
5410,1
5411,1
5412,1
5413,1
5414,1
5415,0
5416,0
5417,1
5418,1
5419,1
5420,1
5421,1
5422,1
5423,0
5424,0
5425,1
5426,0
5427,1
5428,1
5429,1
5430,1
5431,1
5432,0
5433,0
5434,1
5435,1
5436,0
5437,0
5438,1
5439,1
5440,0
5441,0
5442,1
5443,0
5444,1
5445,1
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,1
5461,1
5462,1
5463,0
5464,0
5465,0
5466,0
5467,0
5468,1
5469,0
5470,1
5471,0
5472,0
5473,0
5474,1
5475,0
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,0
5483,1
5484,0
5485,1
5486,1
5487,0
5488,1
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,1
5498,1
5499,0
5500,1
5501,1
5502,1
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,1
5510,0
5511,0
5512,0
5513,1
5514,0
5515,0
5516,1
5517,1
5518,1
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,1
5527,0
5528,0
5529,1
5530,0
5531,0
5532,0
5533,1
5534,0
5535,0
5536,0
5537,1
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,1
5552,0
5553,1
5554,0
5555,1
5556,0
5557,0
5558,0
5559,0
5560,1
5561,0
5562,0
5563,0
5564,0
5565,1
5566,0
5567,1
5568,0
5569,0
5570,1
5571,0
5572,0
5573,0
5574,1
5575,0
5576,0
5577,0
5578,0
5579,1
5580,1
5581,0
5582,0
5583,1
5584,1
5585,0
5586,1
5587,1
5588,0
5589,0
5590,0
5591,0
5592,1
5593,0
5594,0
5595,0
5596,0
5597,1
5598,0
5599,0
5600,0
5601,1
5602,1
5603,0
5604,1
5605,1
5606,1
5607,1
5608,0
5609,0
5610,0
5611,0
5612,0
5613,1
5614,0
5615,0
5616,1
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,1
5624,1
5625,0
5626,1
5627,0
5628,0
5629,1
5630,1
5631,1
5632,1
5633,0
5634,0
5635,0
5636,1
5637,0
5638,0
5639,0
5640,1
5641,1
5642,1
5643,1
5644,0
5645,1
5646,1
5647,0
5648,1
5649,0
5650,0
5651,1
5652,1
5653,1
5654,1
5655,1
5656,0
5657,1
5658,0
5659,1
5660,1
5661,0
5662,0
5663,0
5664,1
5665,1
5666,0
5667,1
5668,1
5669,0
5670,0
5671,1
5672,0
5673,0
5674,0
5675,1
5676,1
5677,1
5678,0
5679,1
5680,0
5681,0
5682,0
5683,1
5684,1
5685,0
5686,0
5687,0
5688,1
5689,0
5690,1
5691,0
5692,1
5693,0
5694,0
5695,1
5696,1
5697,0
5698,1
5699,1
5700,1
5701,1
5702,1
5703,1
5704,0
5705,1
5706,1
5707,1
5708,1
5709,0
5710,1
5711,0
5712,1
5713,1
5714,0
5715,1
5716,0
5717,0
5718,1
5719,0
5720,0
5721,1
5722,0
5723,1
5724,0
5725,0
5726,1
5727,1
5728,1
5729,0
5730,0
5731,0
5732,1
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,1
5741,1
5742,1
5743,0
5744,0
5745,1
5746,0
5747,0
5748,0
5749,1
5750,1
5751,0
5752,0
5753,1
5754,0
5755,1
5756,1
5757,1
5758,1
5759,1
5760,1
5761,0
5762,0
5763,0
5764,0
5765,1
5766,0
5767,0
5768,0
5769,0
5770,1
5771,0
5772,0
5773,1
5774,1
5775,0
5776,1
5777,1
5778,1
5779,0
5780,1
5781,0
5782,0
5783,1
5784,1
5785,1
5786,0
5787,0
5788,0
5789,0
5790,1
5791,0
5792,1
5793,0
5794,0
5795,0
5796,1
